Cistrome_id,Species,External_id,External_id_type,Factor,Ontology,FastQC,MappedRatio,PBC,PeaksFoldChangeAbove10,FRiP,PeaksUnionDHSRatio,FastQC_flag,MappedRatio_flag,PBC_flag,FRiP_flag,DHSRatio_flag,sum_four_scores,ENCODE_accession,SRA_ENCODE,ENCODE_status
100196,homo_sapiens,GSM2700501,GEO,H3K27ac,atrium auricular region,37.0,0.0,0.987,2797.0,0.3616674999999096,0.9758,1,0,1,1,1,4,ENCFF996SHZ,SRR5832901,released
102557,homo_sapiens,GSM2700583,GEO,H3K4me1,ascending aorta,39.0,0.0,0.996,23.0,0.023768249999994,0.7776,1,0,1,1,1,4,ENCFF847ZAG,SRR5832949,released
99977,homo_sapiens,GSM2700561,GEO,H3K4me3,ascending aorta,39.0,0.0,0.989,4335.0,0.3856857499999036,0.9792,1,0,1,1,1,4,ENCFF020ONH,SRR5832919,released
102303,homo_sapiens,GSM2700592,GEO,H3K27ac,upper lobe of left lung,37.0,0.0,0.993,1113.0,0.1662712499999584,0.9728,1,0,1,1,1,4,ENCFF459LBY,SRR5832977,released
100187,homo_sapiens,GSM2700523,GEO,H3K9me3,right lobe of liver,,0.0,0.993,245.0,0.0083037499999979,0.4325396825396825,0,0,1,0,0,1,ENCFF474OAB,SRR5832893,released
100199,homo_sapiens,GSM2700528,GEO,H3K4me1,small intestine Peyer's patch,39.0,0.0,0.996,206.0,0.003978999999999,0.3742138364779874,1,0,1,0,0,2,ENCFF996QBF,SRR5832913,released
101482,homo_sapiens,GSM2700026,GEO,H3K9me3,ascending aorta,39.0,0.0,0.994,312.0,0.0104997499999973,0.4152431011826544,1,0,1,1,0,3,ENCFF969SNJ,SRR5832808,released
101181,homo_sapiens,GSM2700113,GEO,H3K9me3,tibial nerve,39.0,0.0,0.994,333.0,0.0128989999999967,0.3273273273273273,1,0,1,1,0,3,ENCFF974QXJ,SRR5832826,released
102455,homo_sapiens,GSM2700191,GEO,H3K4me1,right lobe of liver,38.0,0.0,0.994,210.0,0.0043094999999989,0.3904382470119522,1,0,1,0,0,2,ENCFF303QQP,SRR5832832,released
102555,homo_sapiens,GSM2700585,GEO,H3K9me3,pancreas,38.0,0.0,0.995,175.0,0.0052374999999986,0.4689265536723164,1,0,1,0,0,2,ENCFF956TXW,SRR5832959,released
102563,homo_sapiens,GSM2700576,GEO,H3K9me3,fibroblast of arm,38.0,0.0,0.989,236.0,0.0091874999999977,0.414802065404475,1,0,1,0,0,2,ENCFF548BVW,SRR5832934,released
102090,homo_sapiens,GSM2700606,GEO,H3K4me1,gastrocnemius medialis,39.0,0.0,0.991,18.0,0.0569652499999857,0.865,1,0,1,1,1,4,ENCFF267QBK,SRR5832996,released
101941,homo_sapiens,GSM2700470,GEO,H3K4me1,breast epithelium,38.0,0.0,0.995,218.0,0.0032469999999991,0.3925233644859813,1,0,1,0,0,2,ENCFF829YMA,SRR5832874,released
101014,homo_sapiens,GSM2700946,GEO,H3K4me1,sigmoid colon,39.0,0.0,0.997,216.0,0.0043019999999989,0.3848920863309352,1,0,1,0,0,2,ENCFF293CDG,SRR5833110,released
101477,homo_sapiens,GSM2700021,GEO,H3K4me1,cardiac ventricle,38.0,0.0,0.989,209.0,0.003848499999999,0.4402810304449648,1,0,1,0,0,2,ENCFF913XUB,SRR5832793,released
101714,homo_sapiens,GSM2700181,GEO,H3K9me2,hepatocyte,38.0,0.0,0.992,185.0,0.0045924999999988,0.4043583535108959,1,0,1,0,0,2,ENCFF804ILO,SRR5832829,released
102556,homo_sapiens,GSM2700584,GEO,H3K27ac,thyroid gland,37.0,0.0,0.996,901.0,0.1784167499999554,0.9706,1,0,1,1,1,4,ENCFF870TZH,SRR5832961,released
100413,homo_sapiens,GSM2700493,GEO,H3K9me3,muscular coat,37.0,0.0,0.996,228.0,0.0061207499999984,0.429769392033543,1,0,1,0,0,2,ENCFF220RFZ,SRR5832899,released
102231,homo_sapiens,GSM2700616,GEO,H3K4me1,transverse colon,39.0,0.0,0.997,203.0,0.0041624999999989,0.3850267379679144,1,0,1,0,0,2,ENCFF328VWW,SRR5833001,released
101476,homo_sapiens,GSM2818004,GEO,H3K27ac,CD14-positive monocyte,33.0,0.0,0.937,3620.0,0.3196297499999201,0.9628,1,0,1,1,1,4,ENCFF834HOB,SRR6183633,released
100274,homo_sapiens,GSM2818003,GEO,H3K27ac,CD14-positive monocyte,33.0,0.0,0.922,4359.0,0.3384924999999154,0.9592,1,0,1,1,1,4,ENCFF718YHW,SRR6183632,released
100848,homo_sapiens,GSM2827408,GEO,H3K27ac,22Rv1,37.0,0.0,0.973,964.0,0.2347084999999413,0.962,1,0,1,1,1,4,ENCFF502OEM,SRR6213591,released
100407,homo_sapiens,GSM2827357,GEO,H3K4me1,atrium auricular region,39.0,0.0,0.993,216.0,0.0041889999999989,0.3937397034596375,1,0,1,0,0,2,ENCFF326AID,SRR6213574,released
102061,homo_sapiens,GSM2827607,GEO,H3K27ac,VCaP,36.0,0.0,0.953,283.0,0.315996499999921,0.9612,1,0,1,1,1,4,ENCFF437EXK,SRR6213908,released
102060,homo_sapiens,GSM2827606,GEO,H3K27ac,VCaP,37.0,0.0,0.96,532.0,0.4446654999998888,0.963,1,0,1,1,1,4,ENCFF704XKC,SRR6213907,released
100847,homo_sapiens,GSM2827407,GEO,H3K27ac,22Rv1,37.0,0.0,0.966,1546.0,0.2856279999999286,0.9642,1,0,1,1,1,4,ENCFF426UOT,SRR6213590,released
101020,homo_sapiens,GSM2534156,GEO,H3K9ac,fibroblast of arm,37.0,0.0,0.985,4372.0,0.3885734999999028,0.9736,1,0,1,1,1,4,ENCFF925DDM,SRR5338943,released
102353,homo_sapiens,GSM2534661,GEO,H3K9ac,PC-9,37.0,0.0,0.957,2746.0,0.1715557499999571,0.9664,1,0,1,1,1,4,ENCFF186KRB,SRR5339602,released
100508,homo_sapiens,GSM2534532,GEO,H3K9ac,hepatocyte,37.0,0.0,0.993,284.0,0.0810594999999797,0.9626,1,0,1,1,1,4,ENCFF968WND,SRR5339414,released
101019,homo_sapiens,GSM2534157,GEO,H3K9ac,fibroblast of arm,38.0,0.0,0.974,3883.0,0.3204507499999199,0.9736,1,0,1,1,1,4,ENCFF270JKL,SRR5338944,released
102354,homo_sapiens,GSM2534660,GEO,H3K9ac,PC-9,38.0,0.0,0.99,1908.0,0.2081179999999479,0.9738,1,0,1,1,1,4,ENCFF741VWE,SRR5339601,released
100451,homo_sapiens,GSM2534729,GEO,H3K9ac,OCI-Ly3,37.0,0.0,0.979,979.0,0.1624827499999593,0.9698,1,0,1,1,1,4,ENCFF002BAS,SRR5339669,released
100507,homo_sapiens,GSM2534531,GEO,H3K9ac,hepatocyte,38.0,0.0,0.97,1745.0,0.2108712499999473,0.975,1,0,1,1,1,4,ENCFF821KTS,SRR5339413,released
101373,homo_sapiens,GSM2534451,GEO,H3K9ac,B cell,38.0,0.0,0.967,1013.0,0.0629397499999842,0.9698,1,0,1,1,1,4,ENCFF859BLD,SRR5339315,released
100880,homo_sapiens,GSM2534139,GEO,H3K9ac,Loucy,38.0,0.0,0.923,846.0,0.2516752499999371,0.97,1,0,1,1,1,4,ENCFF002AXZ,SRR5339092,released
100450,homo_sapiens,GSM2534730,GEO,H3K9ac,OCI-Ly3,38.0,0.0,0.984,4696.0,0.396076499999901,0.9742,1,0,1,1,1,4,ENCFF002AXW,SRR5339670,released
100881,homo_sapiens,GSM2534138,GEO,H3K9ac,Loucy,38.0,0.0,0.945,184.0,0.1507317499999623,0.9618,1,0,1,1,1,4,ENCFF002ATY,SRR5339091,released
102670,homo_sapiens,GSM2527418,GEO,H3K9ac,MCF-7,38.0,0.0,0.877,129.0,0.0705742499999823,0.971,1,0,1,1,1,4,ENCFF921PCJ,SRR5331167,released
101111,homo_sapiens,GSM2527491,GEO,H3K9ac,SK-N-SH,38.0,0.0,0.989,1661.0,0.2086334999999478,0.9764,1,0,1,1,1,4,ENCFF949RTE,SRR5331285,released
102075,homo_sapiens,GSM2527437,GEO,H3K9ac,OCI-LY1,37.0,0.0,0.988,269.0,0.0863569999999784,0.9616,1,0,1,1,1,4,ENCFF002AVE,SRR5331206,released
102063,homo_sapiens,GSM2527426,GEO,H3K9ac,Karpas 422,38.0,0.0,0.989,1679.0,0.3188712499999203,0.969,1,0,1,1,1,4,ENCFF002BAC,SRR5331173,released
100642,homo_sapiens,GSM2527457,GEO,H3K9ac,HCT 116,38.0,0.0,0.985,3029.0,0.3062509999999234,0.972,1,0,1,1,1,4,ENCFF398KLJ,SRR5331231,released
101110,homo_sapiens,GSM2527490,GEO,H3K9ac,SK-N-SH,38.0,0.0,0.984,190.0,0.051898249999987,0.9472,1,0,1,1,1,4,ENCFF281SFT,SRR5331283,released
102671,homo_sapiens,GSM2527419,GEO,H3K9ac,MCF-7,37.0,0.0,0.975,3458.0,0.4083177499998979,0.9752,1,0,1,1,1,4,ENCFF564IMY,SRR5331170,released
100641,homo_sapiens,GSM2527456,GEO,H3K9ac,HCT 116,38.0,0.0,0.993,733.0,0.1851809999999537,0.9668,1,0,1,1,1,4,ENCFF408RRT,SRR5331230,released
102062,homo_sapiens,GSM2527427,GEO,H3K9ac,Karpas 422,37.0,0.0,0.993,1853.0,0.2862992499999284,0.9682,1,0,1,1,1,4,ENCFF002BAP,SRR5331174,released
102073,homo_sapiens,GSM2527438,GEO,H3K9ac,OCI-LY1,38.0,0.0,0.99,1853.0,0.3524444999999119,0.9708,1,0,1,1,1,4,ENCFF321JNQ,SRR5331209,released
101743,homo_sapiens,GSM2527482,GEO,H3K9ac,SU-DHL-6,37.0,0.0,0.992,1236.0,0.1936432499999516,0.9678,1,0,1,1,1,4,ENCFF004MFZ,SRR5331260,released
101869,homo_sapiens,GSM2527582,GEO,H3K9ac,PC-3,38.0,0.0,0.984,2083.0,0.2194104999999451,0.9742,1,0,1,1,1,4,ENCFF644SSR,SRR5331418,released
102708,homo_sapiens,GSM2527477,GEO,H3K9ac,SK-N-MC,37.0,0.0,0.996,246.0,0.071826999999982,0.9568,1,0,1,1,1,4,ENCFF789WIJ,SRR5331256,released
102074,homo_sapiens,GSM2527439,GEO,H3K9ac,OCI-LY1,36.0,0.0,0.992,306.0,0.0814619999999796,0.9662,1,0,1,1,1,4,ENCFF002BCF,SRR5331210,released
102707,homo_sapiens,GSM2527476,GEO,H3K9ac,SK-N-MC,37.0,0.0,0.955,1248.0,0.1214714999999696,0.9638,1,0,1,1,1,4,ENCFF839LHC,SRR5331254,released
101870,homo_sapiens,GSM2527583,GEO,H3K9ac,PC-3,36.0,0.0,0.986,4210.0,0.2623627499999344,0.9706,1,0,1,1,1,4,ENCFF815VLD,SRR5331419,released
101534,homo_sapiens,GSM2533913,GEO,H3K9ac,NCI-H929,38.0,0.0,0.966,449.0,0.0903647499999774,0.9304,1,0,1,1,1,4,ENCFF383WZV,SRR5338544,released
101533,homo_sapiens,GSM2533914,GEO,H3K9ac,NCI-H929,38.0,0.0,0.988,1143.0,0.1942382499999514,0.9646,1,0,1,1,1,4,ENCFF519VCT,SRR5338545,released
100427,homo_sapiens,GSM2700500,GEO,H3K9ac,neuron,38.0,0.0,0.967,3720.0,0.2383674999999404,0.9736,1,0,1,1,1,4,ENCFF371MNH,SRR5832907,released
145362,homo_sapiens,GSM5214784,GEO,ZSCAN32,K562,40.0,0.0,0.98,592.0,0.0180126846300129,0.6798298906439855,1,0,1,1,0,3,ENCFF448VBT,SRR14105244,released
145678,homo_sapiens,GSM5214783,GEO,ZSCAN32,K562,40.0,0.0,0.982,705.0,0.0202012289762868,0.7357960248945995,1,0,1,1,1,4,ENCFF807NFG,SRR14105243,released
102352,homo_sapiens,GSM2825590,GEO,ZSCAN21,HEK293,37.0,0.0,0.997,398.0,0.0494300307334651,0.8472,1,0,1,1,1,4,ENCFF558LMK,SRR6212976,released
102351,homo_sapiens,GSM2825589,GEO,ZSCAN21,HEK293,37.0,0.0,0.98,299.0,,0.8982,1,0,1,0,1,3,ENCFF707AMG,SRR6212975,released
102579,homo_sapiens,GSM2825103,GEO,ZNF280C,HEK293,37.0,0.0,0.991,124.0,0.0080732499999979,0.4240203886588085,1,0,1,0,0,2,ENCFF304UHL,SRR6212601,released
102580,homo_sapiens,GSM2825102,GEO,ZNF280C,HEK293,37.0,0.0,0.991,122.0,0.0084709999999978,0.4623489308955686,1,0,1,0,0,2,ENCFF063UGX,SRR6212600,released
100361,homo_sapiens,GSM2828530,GEO,ZSCAN18,HEK293,37.0,0.0,0.979,154.0,0.0133944999999966,0.7666,1,0,1,1,1,4,ENCFF962THE,SRR6213994,released
100360,homo_sapiens,GSM2828531,GEO,ZSCAN18,HEK293,37.0,0.0,0.981,185.0,0.0128854999999967,0.6904,1,0,1,1,0,3,ENCFF710WZA,SRR6213995,released
100668,homo_sapiens,GSM2827159,GEO,ZSCAN26,HEK293,40.0,0.0,0.967,150.0,0.011793749999997,0.591,1,0,1,1,0,3,ENCFF234XIN,SRR6213082,released
101358,homo_sapiens,GSM2827451,GEO,ZNF354B,K562,40.0,0.0,0.921,314.0,0.0109524999999972,0.7064,1,0,1,1,1,4,ENCFF185PQG,SRR6213667,released
100667,homo_sapiens,GSM2827158,GEO,ZSCAN26,HEK293,40.0,0.0,0.963,163.0,0.0155132499999961,0.6316,1,0,1,1,0,3,ENCFF681BWM,SRR6213081,released
101359,homo_sapiens,GSM2827452,GEO,ZNF354B,K562,40.0,0.0,0.932,272.0,0.0093734999999976,0.6722951844903065,1,0,1,0,0,2,ENCFF132GDV,SRR6213668,released
179380,homo_sapiens,GSM2424071,GEO,ZSCAN16,HEK293,37.0,0.0,0.997,473.0,0.0228467692933154,0.7698,1,0,1,1,1,4,ENCFF093AOC,SRR5112179,released
179410,homo_sapiens,GSM2424070,GEO,ZSCAN16,HEK293,37.0,0.0,0.997,419.0,0.0216720849585448,0.7622,1,0,1,1,1,4,ENCFF360SUA,SRR5112178,released
179467,homo_sapiens,GSM2423498,GEO,ZNF280D,HEK293,37.0,0.0,0.997,320.0,0.0284154678476816,0.5906,1,0,1,1,0,3,ENCFF280MIU,SRR5111592,released
179482,homo_sapiens,GSM2423975,GEO,TSC22D4,K-562,37.0,0.0,0.996,406.0,0.0264955855268188,0.3634577603143418,1,0,1,1,0,3,ENCFF284BOO,SRR5112096,released
179489,homo_sapiens,GSM2423369,GEO,ZSCAN5A,HEK293,37.0,0.0,0.997,252.0,0.022903948779077,0.745,1,0,1,1,1,4,ENCFF896GER,SRR5111480,released
179495,homo_sapiens,GSM2423873,GEO,ZSCAN23,HEK293,37.0,0.0,0.997,223.0,0.0229806638808379,0.836,1,0,1,1,1,4,ENCFF908JVL,SRR5111982,released
179586,homo_sapiens,GSM2423499,GEO,ZNF280D,HEK293,37.0,0.0,0.997,320.0,0.0271738179870093,0.597,1,0,1,1,0,3,ENCFF262KLX,SRR5111593,released
179631,homo_sapiens,GSM2423872,GEO,ZSCAN23,HEK293,37.0,0.0,0.997,288.0,0.0300313618335535,0.7612,1,0,1,1,1,4,ENCFF822SXZ,SRR5111981,released
179649,homo_sapiens,GSM2423368,GEO,ZSCAN5A,HEK293,37.0,0.0,0.997,304.0,0.030097759429829,0.7744,1,0,1,1,1,4,ENCFF022LNW,SRR5111479,released
179657,homo_sapiens,GSM2423936,GEO,ZSCAN20,HEK293,37.0,0.0,0.998,1384.0,0.0369768431565789,0.865,1,0,1,1,1,4,ENCFF669NWL,SRR5112043,revoked
179740,homo_sapiens,GSM2423935,GEO,ZSCAN20,HEK293,37.0,0.0,0.997,1506.0,0.0369581801598211,0.8706,1,0,1,1,1,4,ENCFF811RLD,SRR5112042,revoked
179759,homo_sapiens,GSM2423266,GEO,ZNF354C,HEK293,38.0,0.0,0.996,238.0,0.0164874591401297,0.4210113680909447,1,0,1,1,0,3,ENCFF108LQS,SRR5111400,released
179780,homo_sapiens,GSM2423107,GEO,ZNF518A,HEK293,37.0,0.0,0.991,3153.0,0.0505495011001395,0.5996,1,0,1,1,0,3,ENCFF808AJP,SRR5111214,released
179868,homo_sapiens,GSM2423106,GEO,ZNF518A,HEK293,37.0,0.0,0.989,6473.0,0.0556293826692669,0.39,1,0,1,1,0,3,ENCFF174HBR,SRR5111213,released
179875,homo_sapiens,GSM2423976,GEO,TSC22D4,K-562,38.0,0.0,0.996,319.0,0.021700427272908,0.3678206136900078,1,0,1,1,0,3,ENCFF493SOQ,SRR5112097,released
179893,homo_sapiens,GSM2423267,GEO,ZNF354C,HEK293,38.0,0.0,0.996,196.0,0.0129907056476918,0.4342327150084317,1,0,1,1,0,3,ENCFF647OXS,SRR5111401,released
145318,homo_sapiens,GSM5214633,GEO,ZNF778,K562,40.0,0.0,0.973,314.0,0.0156733324919267,0.2372372372372372,1,0,1,1,0,3,ENCFF761ETZ,SRR14104366,released
145343,homo_sapiens,GSM5214104,GEO,ZNF586,K562,40.0,0.0,0.974,389.0,0.0154174232802528,0.4577332498434565,1,0,1,1,0,3,ENCFF035FCR,SRR14103438,released
145467,homo_sapiens,GSM5214102,GEO,Prdm15,GM12878,40.0,0.0,0.975,331.0,0.0114477329727541,0.5779674166020171,1,0,1,1,0,3,ENCFF521LDT,SRR14103436,released
145485,homo_sapiens,GSM5214037,GEO,ZBTB17,K562,40.0,0.0,0.981,1175.0,0.0655556071854711,0.817,1,0,1,1,1,4,ENCFF224AFQ,SRR14103321,released
145532,homo_sapiens,GSM5214632,GEO,ZNF778,K562,40.0,0.0,0.978,358.0,0.016640387677379,0.2530541012216405,1,0,1,1,0,3,ENCFF305DQQ,SRR14104365,released
145632,homo_sapiens,GSM5214785,GEO,HMG20A,K562,40.0,0.0,0.987,467.0,0.0183065971995296,0.4155320221886031,1,0,1,1,0,3,ENCFF462HFD,SRR14105245,released
145656,homo_sapiens,GSM5214103,GEO,ZNF586,K562,40.0,0.0,0.978,373.0,0.0154228251211401,0.4615384615384615,1,0,1,1,0,3,ENCFF547LUD,SRR14103437,released
145767,homo_sapiens,GSM5214036,GEO,ZBTB17,K562,40.0,0.0,0.979,1103.0,0.0674575027454904,0.8262,1,0,1,1,1,4,ENCFF465UKP,SRR14103320,released
145842,homo_sapiens,GSM5214786,GEO,HMG20A,K562,40.0,0.0,0.99,490.0,0.0179290854687637,0.4464285714285714,1,0,1,1,0,3,ENCFF321TPT,SRR14105247,released
145853,homo_sapiens,GSM5214934,GEO,ZNF561,K562,40.0,0.0,0.978,378.0,0.0148687117208647,0.4494949494949495,1,0,1,1,0,3,ENCFF395WQX,SRR14105484,released
145865,homo_sapiens,GSM5214832,GEO,ZNF436,K562,36.0,0.0,0.992,621.0,0.0163721197509,0.4483524620510922,1,0,1,1,0,3,ENCFF098TNA,SRR14105310,released
146131,homo_sapiens,GSM5214833,GEO,ZNF436,K562,36.0,0.0,0.991,643.0,0.0160628625428903,0.4816029143897996,1,0,1,1,0,3,ENCFF273NSL,SRR14105311,released
146164,homo_sapiens,GSM5214933,GEO,ZNF561,K562,40.0,0.0,0.981,432.0,0.0154165510723403,0.487546369899311,1,0,1,1,0,3,ENCFF805YVL,SRR14105483,released
146261,homo_sapiens,GSM5214101,GEO,Prdm15,GM12878,40.0,0.0,0.978,368.0,0.0127364320405535,0.6861626248216833,1,0,1,1,0,3,ENCFF422RCF,SRR14103435,released
149780,homo_sapiens,GSM5213833,GEO,ZNF212,K562,40.0,0.0,0.991,329.0,0.0142612509899094,0.6134538152610441,1,0,1,1,0,3,ENCFF265MUS,SRR14102965,released
149837,homo_sapiens,GSM5213832,GEO,ZNF212,K562,40.0,0.0,0.992,481.0,0.0166457913921145,0.6803387139454882,1,0,1,1,0,3,ENCFF544JNE,SRR14102964,released
147005,homo_sapiens,GSM5331207,GEO,ZNF331,MCF-7,40.0,0.0,0.988,313.0,0.0135787480452224,0.6752450980392157,1,0,1,1,0,3,ENCFF790HDN,SRR14638733,released
147006,homo_sapiens,GSM5331208,GEO,ZNF331,MCF-7,39.0,0.0,0.991,369.0,0.0145626601202462,0.6358420519743503,1,0,1,1,0,3,ENCFF708WRY,SRR14638734,released
146825,homo_sapiens,GSM5331230,GEO,ZNF227,MCF-7,39.0,0.0,0.992,347.0,0.0149444705458942,0.6999334664005322,1,0,1,1,0,3,ENCFF994BMK,SRR14638827,released
146826,homo_sapiens,GSM5331231,GEO,ZNF227,MCF-7,40.0,0.0,0.992,297.0,0.0125007467403969,0.4551148225469729,1,0,1,1,0,3,ENCFF645HFO,SRR14638828,released
152899,homo_sapiens,GSM5215204,GEO,ZNF695,K562,40.0,0.0,0.975,366.0,0.0152765245100806,0.5559371933267909,1,0,1,1,0,3,ENCFF009UAW,SRR14107010,released
152945,homo_sapiens,GSM5215203,GEO,ZNF695,K562,40.0,0.0,0.97,367.0,0.0139310669796661,0.5151691948658109,1,0,1,1,0,3,ENCFF170FQZ,SRR14107009,released
146834,homo_sapiens,GSM5330685,GEO,ZNF250,K-562,40.0,0.0,0.981,433.0,0.0143842482756515,0.5558475689881734,1,0,1,1,0,3,ENCFF462GDA,SRR14636999,revoked
146881,homo_sapiens,GSM5330892,GEO,ZNF565,SK-N-SH,40.0,0.0,0.971,307.0,0.012265626328894,0.8243128364975914,1,0,1,1,1,4,ENCFF727NVO,SRR14637644,released
146882,homo_sapiens,GSM5330893,GEO,ZNF565,SK-N-SH,40.0,0.0,0.97,328.0,0.0140441267607288,0.8762760310330747,1,0,1,1,1,4,ENCFF823BIP,SRR14637645,released
102005,homo_sapiens,GSM2825531,GEO,ZBTB26,HEK293,40.0,0.0,0.939,7212.0,0.1664324999999584,0.9698,1,0,1,1,1,4,ENCFF219XKY,SRR6212911,released
101514,homo_sapiens,GSM2825955,GEO,ZNF133,HEK293,37.0,0.0,0.987,1258.0,0.0209437499999947,0.448,1,0,1,1,0,3,ENCFF204JBE,SRR6213033,released
101393,homo_sapiens,GSM2825513,GEO,ZNF544,HEK293,40.0,0.0,0.942,187.0,0.0105007499999973,0.5108,1,0,1,1,0,3,ENCFF201QVE,SRR6212876,released
101394,homo_sapiens,GSM2825518,GEO,ZNF426,HEK293,40.0,0.0,0.816,6348.0,0.031912749999992,0.213,1,0,1,1,0,3,ENCFF052DTI,SRR6212878,released
101073,homo_sapiens,GSM2825143,GEO,ZNF311,HEK293,40.0,0.0,0.953,168.0,0.0145324999999963,0.4762,1,0,1,1,0,3,ENCFF901MLH,SRR6212631,released
102004,homo_sapiens,GSM2825530,GEO,ZBTB26,HEK293,40.0,0.0,0.887,7179.0,0.163827749999959,0.9702,1,0,1,1,1,4,ENCFF095AFX,SRR6212910,released
101074,homo_sapiens,GSM2825144,GEO,ZNF311,HEK293,40.0,0.0,0.964,164.0,0.0105044999999973,0.4078549848942598,1,0,1,1,0,3,ENCFF426JLQ,SRR6212632,released
102131,homo_sapiens,GSM2825568,GEO,ZNF704,HEK293,37.0,0.0,0.98,147.0,0.0083894999999979,0.5281065088757396,1,0,1,0,0,2,ENCFF939GNW,SRR6212950,released
101392,homo_sapiens,GSM2825512,GEO,ZNF544,HEK293,40.0,0.0,0.941,184.0,0.0104334999999973,0.489,1,0,1,1,0,3,ENCFF081KQF,SRR6212875,released
102205,homo_sapiens,GSM2825465,GEO,ZSCAN4,HEK293,38.0,0.0,0.976,4319.0,0.0711247499999822,0.694,1,0,1,1,0,3,ENCFF171NPB,SRR6212977,released
100710,homo_sapiens,GSM2825797,GEO,ZNF776,HEK293,40.0,0.0,0.946,186.0,0.0218219999999945,0.5786,1,0,1,1,0,3,ENCFF421XZN,SRR6213024,released
100890,homo_sapiens,GSM2825468,GEO,ZNF132,HEK293,35.0,0.0,0.983,98.0,0.003613749999999,0.5895424836601307,1,0,1,0,0,2,ENCFF405NIJ,SRR6212711,released
101387,homo_sapiens,GSM2825970,GEO,ZNF777,HEK293,37.0,0.0,0.989,216.0,0.0252132499999937,0.815,1,0,1,1,1,4,ENCFF890MKU,SRR6213046,released
101784,homo_sapiens,GSM2825547,GEO,ZNF274,HEK293,37.0,0.0,0.977,351.0,0.0140544999999964,0.4802,1,0,1,1,0,3,ENCFF267OTO,SRR6212920,released
102204,homo_sapiens,GSM2825466,GEO,ZSCAN4,HEK293,38.0,0.0,0.981,4858.0,0.0734042499999816,0.6856,1,0,1,1,0,3,ENCFF070HUC,SRR6212978,released
101799,homo_sapiens,GSM2825542,GEO,ZNF670,HEK293,37.0,0.0,0.988,154.0,0.0082819999999979,0.4012663237039968,1,0,1,0,0,2,ENCFF593YWJ,SRR6212912,released
101395,homo_sapiens,GSM2825517,GEO,ZNF426,HEK293,40.0,0.0,0.837,5474.0,0.0251307499999937,0.2046,1,0,1,1,0,3,ENCFF734ILU,SRR6212877,released
101386,homo_sapiens,GSM2825969,GEO,ZNF777,HEK293,37.0,0.0,0.99,152.0,0.0127737499999968,0.6776,1,0,1,1,0,3,ENCFF964ODQ,SRR6213045,released
100891,homo_sapiens,GSM2825467,GEO,ZNF132,HEK293,35.0,0.0,0.991,50.0,0.0027584999999993,0.4396551724137931,1,0,1,0,0,2,ENCFF949JWR,SRR6212710,released
101798,homo_sapiens,GSM2825543,GEO,ZNF670,HEK293,37.0,0.0,0.985,161.0,0.0086502499999978,0.3937853107344632,1,0,1,0,0,2,ENCFF377KMZ,SRR6212913,released
101785,homo_sapiens,GSM2825548,GEO,ZNF274,HEK293,37.0,0.0,0.987,179.0,0.0123664999999969,0.3966,1,0,1,1,0,3,ENCFF364YNQ,SRR6212921,released
101513,homo_sapiens,GSM2825956,GEO,ZNF133,HEK293,37.0,0.0,0.991,898.0,0.016000499999996,0.4732,1,0,1,1,0,3,ENCFF050CTT,SRR6213034,released
100711,homo_sapiens,GSM2825798,GEO,ZNF776,HEK293,40.0,0.0,0.948,167.0,0.0163544999999959,0.5164,1,0,1,1,0,3,ENCFF197WID,SRR6213025,released
102130,homo_sapiens,GSM2825567,GEO,ZNF704,HEK293,37.0,0.0,0.981,163.0,0.007966749999998,0.5978473581213307,1,0,1,0,0,2,ENCFF528YMC,SRR6212949,released
102452,homo_sapiens,GSM2828367,GEO,ZNF223,HEK293,37.0,0.0,0.973,278.0,0.0116022499999971,0.7478,1,0,1,1,1,4,ENCFF569SLS,SRR6213918,released
100435,homo_sapiens,GSM2828894,GEO,ZNF555,HEK293,40.0,0.0,0.961,268.0,0.0056417499999985,0.268235294117647,1,0,1,0,0,2,ENCFF531KER,SRR6214311,released
100599,homo_sapiens,GSM2828686,GEO,ZNF785,HEK293,37.0,0.0,0.985,204.0,0.0167137499999958,0.674,1,0,1,1,0,3,ENCFF912ESY,SRR6214065,released
101883,homo_sapiens,GSM2828885,GEO,ZNF114,HEK293,40.0,0.0,0.961,136.0,0.0110484999999972,0.4274,1,0,1,1,0,3,ENCFF519ZJI,SRR6214219,released
101193,homo_sapiens,GSM2828952,GEO,ZBTB48,HEK293,37.0,0.0,0.988,1318.0,0.0732962499999816,0.9282,1,0,1,1,1,4,ENCFF620OZQ,SRR6214370,released
102239,homo_sapiens,GSM2828848,GEO,ZNF112,HEK293,40.0,0.0,0.964,168.0,0.0094472499999976,0.4691383595691797,1,0,1,0,0,2,ENCFF990KCY,SRR6214186,released
100846,homo_sapiens,GSM2828985,GEO,ZNF548,HEK293,37.0,0.0,0.985,336.0,0.0149227499999962,0.5936,1,0,1,1,0,3,ENCFF546URX,SRR6214407,released
101008,homo_sapiens,GSM2828998,GEO,ZNF514,HEK293,37.0,0.0,0.984,149.0,0.0080714999999979,0.420747609388583,1,0,1,0,0,2,ENCFF497UCW,SRR6214418,released
101884,homo_sapiens,GSM2828884,GEO,ZNF114,HEK293,40.0,0.0,0.954,121.0,0.0102264999999974,0.4401197604790419,1,0,1,1,0,3,ENCFF977ONA,SRR6214218,released
